Pedido;SKU;DataSolicitacao;DataExpedicao;Qtd;Status;Transportadora;Episodio;Destino
36186;EPI0238;22/06/2025;24/06/2025;51;Faturado;LogiExpress;Recebimento Normal;Rio-066
36187;EPI0057;22/04/2023;24/04/2023;49;Faturado;LogiExpress;Pedido Urgente;São Paulo-079
36188;EPI0044;01/03/2025;04/03/2025;15;Faturado;TransBrasil;Recebimento Parcial;Rio-087
36189;EPI0231;15/12/2024;18/12/2024;27;Faturado;VelozLog;Inventário Cíclico;BH-021
36190;EPI0265;02/05/2024;03/05/2024;45;Faturado;CargasRápidas;Pedido Cancelado;Curitiba-017
36191;EPI0412;16/01/2025;17/01/2025;23;Faturado;TransBrasil;Divergência de Validade;Curitiba-076
36192;EPI0149;04/09/2023;07/09/2023;39;Faturado;TransBrasil;Produto Vencido;BH-025
36193;EPI0302;03/06/2025;04/06/2025;13;Faturado;CargasRápidas;Pedido Cancelado;São Paulo-083
36194;EPI0085;24/09/2023;24/09/2023;31;Faturado;VelozLog;Entrada em Quarentena;Curitiba-099
36195;EPI0219;06/10/2024;08/10/2024;5;Faturado;VelozLog;Falta de Estoque;Brasília-056
36196;EPI0054;13/07/2025;14/07/2025;87;Faturado;CargasRápidas;Inventário Cíclico;Brasília-053
36197;EPI0004;28/03/2024;29/03/2024;51;Faturado;VelozLog;Produto Substituído;Brasília-074
36198;EPI0301;05/08/2024;08/08/2024;33;Faturado;VelozLog;Etiqueta Faltando;BH-057
36199;EPI0447;04/01/2023;06/01/2023;75;Faturado;CargasRápidas;Devolução por Avaria;São Paulo-005
36200;EPI0327;17/06/2024;17/06/2024;19;Faturado;LogiExpress;Etiqueta Faltando;BH-057
36201;EPI0247;24/10/2024;25/10/2024;55;Aguardando;VelozLog;Inventário com Divergência;Brasília-024
36202;EPI0330;12/06/2023;13/06/2023;6;Faturado;TransBrasil;Devolução por Avaria;BH-095
36203;EPI0128;12/10/2023;12/10/2023;29;Faturado;LogiExpress;Produto Substituído;Brasília-057
36204;EPI0042;01/12/2023;03/12/2023;48;Aguardando;TransBrasil;Etiqueta Faltando;BH-049
36205;EPI0045;07/06/2025;10/06/2025;61;Aguardando;VelozLog;Produto Vencido;BH-028
36206;EPI0201;16/02/2024;16/02/2024;25;Faturado;LogiExpress;Recebimento Normal;Rio-048
36207;EPI0184;09/08/2024;12/08/2024;47;Faturado;VelozLog;Pedido Parcial;São Paulo-079
36208;EPI0159;24/09/2024;25/09/2024;35;Faturado;VelozLog;Divergência de Quantidade;São Paulo-088
36209;EPI0353;07/07/2024;09/07/2024;31;Faturado;TransBrasil;Falta de Estoque;Rio-021
36210;EPI0100;13/12/2023;13/12/2023;66;Faturado;CargasRápidas;Embalagem com Lacre;Brasília-070
36211;EPI0384;12/06/2023;12/06/2023;55;Faturado;TransBrasil;Produto Substituído;São Paulo-023
36212;EPI0079;07/06/2023;08/06/2023;11;Faturado;CargasRápidas;Pedido Cancelado;Curitiba-061
36213;EPI0019;12/07/2023;12/07/2023;23;Aguardando;TransBrasil;Etiqueta Faltando;Curitiba-060
36214;EPI0076;03/12/2024;05/12/2024;4;Faturado;VelozLog;Produto Vencido;Brasília-061
36215;EPI0361;20/04/2024;23/04/2024;27;Faturado;CargasRápidas;Recebimento Normal;Curitiba-036
36216;EPI0473;16/04/2023;16/04/2023;15;Faturado;VelozLog;Produto Substituído;Brasília-002
36217;EPI0375;30/03/2023;30/03/2023;44;Faturado;CargasRápidas;Endereçamento Manual;BH-013
36218;EPI0037;25/11/2023;26/11/2023;22;Aguardando;CargasRápidas;Separação Manual;BH-007
36219;EPI0325;12/08/2024;14/08/2024;38;Faturado;CargasRápidas;Recebimento com Avaria;BH-038
36220;EPI0428;20/07/2024;22/07/2024;20;Faturado;TransBrasil;Entrada em Quarentena;São Paulo-090
36221;EPI0208;16/01/2024;18/01/2024;45;Faturado;VelozLog;Falta de Estoque;Rio-088
36222;EPI0156;17/06/2023;19/06/2023;12;Faturado;TransBrasil;Produto Substituído;Rio-023
36223;EPI0022;12/02/2025;14/02/2025;37;Faturado;CargasRápidas;Entrada em Quarentena;BH-005
36224;EPI0274;23/11/2024;23/11/2024;29;Faturado;TransBrasil;Recebimento Parcial;São Paulo-044
36225;EPI0068;12/02/2024;12/02/2024;74;Faturado;LogiExpress;Endereçamento Manual;Curitiba-013
36226;EPI0194;05/03/2025;07/03/2025;28;Faturado;TransBrasil;Recebimento com Avaria;Brasília-039
36227;EPI0108;11/04/2024;11/04/2024;57;Faturado;TransBrasil;Pedido Urgente;Curitiba-020
36228;EPI0368;28/02/2023;02/03/2023;9;Faturado;VelozLog;Divergência de Quantidade;Brasília-087
36229;EPI0109;24/12/2023;26/12/2023;18;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;Rio-060
36230;EPI0294;07/02/2023;10/02/2023;37;Faturado;TransBrasil;Inventário Cíclico;BH-099
36231;EPI0153;02/12/2024;02/12/2024;11;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;Brasília-010
36232;EPI0019;08/05/2023;08/05/2023;58;Faturado;CargasRápidas;Recebimento com Avaria;BH-039
36233;EPI0135;18/08/2024;18/08/2024;50;Faturado;LogiExpress;Endereçamento Automático;Brasília-050
36234;EPI0145;08/03/2024;08/03/2024;15;Faturado;TransBrasil;Devolução por Avaria;BH-097
36235;EPI0171;19/10/2024;19/10/2024;48;Faturado;VelozLog;Falta de Estoque;Brasília-099
36236;EPI0257;26/04/2025;29/04/2025;36;Faturado;CargasRápidas;Recebimento com Avaria;São Paulo-059
36237;EPI0073;28/02/2023;02/03/2023;36;Faturado;LogiExpress;Devolução por Avaria;Curitiba-040
36238;EPI0370;13/04/2025;13/04/2025;13;Faturado;VelozLog;Endereçamento Automático;São Paulo-043
36239;EPI0167;02/01/2023;03/01/2023;25;Faturado;LogiExpress;Divergência de Validade;Curitiba-005
36240;EPI0203;22/06/2025;23/06/2025;53;Faturado;LogiExpress;Produto Próximo ao Vencimento;Curitiba-008
36241;EPI0039;28/11/2024;01/12/2024;9;Faturado;CargasRápidas;Falta de Estoque;Rio-038
36242;EPI0172;01/07/2023;01/07/2023;8;Faturado;CargasRápidas;Etiqueta Faltando;BH-053
36243;EPI0276;17/08/2024;17/08/2024;22;Faturado;LogiExpress;Inventário com Divergência;BH-032
36244;EPI0068;02/10/2024;02/10/2024;16;Cancelado;CargasRápidas;Devolução por Avaria;Rio-003
36245;EPI0261;14/06/2025;16/06/2025;84;Faturado;CargasRápidas;Recebimento Normal;BH-051
36246;EPI0238;10/04/2023;12/04/2023;30;Aguardando;CargasRápidas;Recebimento com Avaria;Curitiba-070
36247;EPI0229;03/04/2023;03/04/2023;17;Faturado;TransBrasil;Pedido Urgente;Brasília-097
36248;EPI0465;28/04/2025;29/04/2025;99;Faturado;VelozLog;Devolução por Troca;Rio-012
36249;EPI0323;19/12/2024;19/12/2024;57;Faturado;TransBrasil;Falta de Estoque;São Paulo-017
36250;EPI0022;22/09/2024;23/09/2024;33;Faturado;TransBrasil;Recebimento Parcial;Brasília-045
36251;EPI0371;13/06/2023;16/06/2023;68;Faturado;CargasRápidas;Produto Vencido;Rio-004
36252;EPI0030;30/08/2024;01/09/2024;24;Faturado;CargasRápidas;Entrada em Quarentena;Brasília-095
36253;EPI0394;17/06/2025;20/06/2025;31;Parcial;CargasRápidas;Embalagem com Etiqueta de Transporte;Curitiba-073
36254;EPI0066;22/09/2023;23/09/2023;14;Faturado;TransBrasil;Recebimento com Avaria;BH-017
36255;EPI0285;07/04/2023;07/04/2023;18;Faturado;CargasRápidas;Falta de Estoque;Rio-018
36256;EPI0275;02/06/2024;02/06/2024;68;Faturado;TransBrasil;Etiqueta Faltando;BH-076
36257;EPI0056;13/08/2024;15/08/2024;25;Faturado;VelozLog;Embalagem com Lacre;Rio-029
36258;EPI0254;30/04/2024;03/05/2024;58;Faturado;CargasRápidas;Endereçamento Automático;Brasília-011
36259;EPI0041;12/02/2025;13/02/2025;15;Faturado;VelozLog;Divergência de Validade;Rio-021
36260;EPI0213;13/06/2024;13/06/2024;63;Faturado;TransBrasil;Divergência de Validade;Rio-030
36261;EPI0325;21/06/2024;24/06/2024;21;Faturado;TransBrasil;Etiqueta Faltando;Rio-035
36262;EPI0458;25/07/2023;26/07/2023;31;Faturado;LogiExpress;Recebimento com Avaria;São Paulo-034
36263;EPI0319;12/09/2023;14/09/2023;118;Faturado;LogiExpress;Produto Vencido;Brasília-047
36264;EPI0076;16/10/2023;17/10/2023;10;Faturado;TransBrasil;Pedido Cancelado;BH-018
36265;EPI0172;04/02/2024;04/02/2024;57;Faturado;CargasRápidas;Endereçamento Automático;Curitiba-019
36266;EPI0266;10/10/2024;13/10/2024;10;Aguardando;TransBrasil;Pedido Parcial;Brasília-075
36267;EPI0095;12/12/2024;15/12/2024;54;Faturado;LogiExpress;Devolução por Troca;São Paulo-087
36268;EPI0410;04/01/2024;05/01/2024;7;Faturado;CargasRápidas;Produto Substituído;Curitiba-074
36269;EPI0477;22/09/2023;24/09/2023;33;Faturado;VelozLog;Divergência de Validade;São Paulo-062
36270;EPI0354;14/04/2023;17/04/2023;3;Faturado;CargasRápidas;Inventário Cíclico;Brasília-026
36271;EPI0051;13/09/2023;13/09/2023;29;Faturado;VelozLog;Inventário Cíclico;São Paulo-096
36272;EPI0476;18/09/2023;19/09/2023;20;Faturado;CargasRápidas;Inventário com Divergência;Rio-024
36273;EPI0205;29/03/2023;30/03/2023;50;Faturado;LogiExpress;Separação Manual;São Paulo-077
36274;EPI0097;03/03/2025;05/03/2025;17;Faturado;LogiExpress;Falta de Estoque;Brasília-055
36275;EPI0465;27/08/2024;27/08/2024;94;Faturado;VelozLog;Separação com Erro de SKU;Rio-033
36276;EPI0002;14/06/2025;17/06/2025;10;Faturado;CargasRápidas;Divergência de Quantidade;Curitiba-018
36277;EPI0028;20/04/2023;23/04/2023;23;Faturado;CargasRápidas;Entrada em Quarentena;Brasília-011
36278;EPI0294;09/08/2023;10/08/2023;50;Cancelado;CargasRápidas;Inventário Cíclico;São Paulo-092
36279;EPI0146;16/03/2023;17/03/2023;48;Faturado;CargasRápidas;Divergência de Validade;BH-036
36280;EPI0414;27/01/2024;29/01/2024;46;Aguardando;LogiExpress;Falta de Estoque;São Paulo-002
36281;EPI0405;23/04/2025;25/04/2025;18;Faturado;VelozLog;Inventário com Divergência;Rio-084
36282;EPI0312;01/01/2025;03/01/2025;42;Cancelado;TransBrasil;Inventário Cíclico;BH-030
36283;EPI0451;19/02/2023;22/02/2023;40;Faturado;TransBrasil;Produto Substituído;Curitiba-064
36284;EPI0017;08/10/2024;08/10/2024;24;Aguardando;VelozLog;Entrada em Quarentena;Curitiba-044
36285;EPI0035;09/07/2024;09/07/2024;21;Faturado;LogiExpress;Produto Vencido;Rio-062
36286;EPI0383;20/09/2023;21/09/2023;23;Faturado;CargasRápidas;Pedido Urgente;São Paulo-082
36287;EPI0105;20/02/2025;23/02/2025;4;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;BH-084
36288;EPI0177;31/01/2025;03/02/2025;64;Faturado;LogiExpress;Falta de Estoque;Rio-015
36289;EPI0029;01/01/2023;04/01/2023;33;Aguardando;VelozLog;Devolução por Troca;Curitiba-037
36290;EPI0177;21/10/2024;22/10/2024;65;Faturado;VelozLog;Pedido Cancelado;Rio-002
36291;EPI0123;24/06/2025;24/06/2025;55;Aguardando;LogiExpress;Devolução por Avaria;BH-055
36292;EPI0201;30/05/2025;01/06/2025;40;Faturado;LogiExpress;Falta de Estoque;BH-070
36293;EPI0201;30/01/2023;01/02/2023;12;Faturado;TransBrasil;Entrada em Quarentena;Curitiba-049
36294;EPI0300;27/06/2023;30/06/2023;67;Faturado;VelozLog;Devolução por Troca;Rio-012
36295;EPI0023;29/11/2023;01/12/2023;6;Faturado;LogiExpress;Endereçamento Manual;São Paulo-019
36296;EPI0324;11/01/2024;12/01/2024;6;Faturado;VelozLog;Inventário com Divergência;Rio-014
36297;EPI0305;06/03/2024;08/03/2024;16;Faturado;TransBrasil;Inventário com Divergência;Brasília-084
36298;EPI0218;11/04/2023;12/04/2023;6;Faturado;TransBrasil;Recebimento Normal;Rio-077
36299;EPI0032;17/06/2023;17/06/2023;37;Faturado;TransBrasil;Devolução por Avaria;BH-030
36300;EPI0433;11/05/2023;14/05/2023;26;Aguardando;CargasRápidas;Inventário Cíclico;Rio-098
36301;EPI0441;17/11/2023;17/11/2023;35;Faturado;LogiExpress;Pedido Cancelado;São Paulo-054
36302;EPI0306;03/11/2024;06/11/2024;18;Faturado;VelozLog;Inventário Cíclico;São Paulo-052
36303;EPI0016;21/09/2023;22/09/2023;17;Faturado;LogiExpress;Produto Vencido;São Paulo-025
36304;EPI0316;04/01/2024;07/01/2024;27;Faturado;LogiExpress;Endereçamento Automático;BH-056
36305;EPI0086;15/02/2025;17/02/2025;46;Faturado;CargasRápidas;Divergência de Validade;São Paulo-055
36306;EPI0069;21/08/2024;21/08/2024;42;Faturado;VelozLog;Produto Próximo ao Vencimento;Curitiba-098
36307;EPI0173;03/07/2025;06/07/2025;27;Faturado;CargasRápidas;Divergência de Quantidade;Brasília-044
36308;EPI0029;15/01/2025;17/01/2025;20;Faturado;TransBrasil;Entrada em Quarentena;Brasília-090
36309;EPI0084;09/01/2023;11/01/2023;32;Faturado;VelozLog;Recebimento Normal;Brasília-054
36310;EPI0417;19/05/2024;21/05/2024;37;Faturado;TransBrasil;Etiqueta Faltando;Brasília-087
36311;EPI0353;04/02/2024;07/02/2024;73;Faturado;CargasRápidas;Devolução por Avaria;BH-005
36312;EPI0365;04/12/2024;06/12/2024;2;Faturado;CargasRápidas;Recebimento Normal;Brasília-018
36313;EPI0334;03/08/2024;05/08/2024;9;Faturado;VelozLog;Produto Próximo ao Vencimento;Brasília-019
36314;EPI0013;10/07/2023;10/07/2023;20;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;Brasília-082
36315;EPI0103;20/06/2025;23/06/2025;16;Aguardando;TransBrasil;Recebimento Normal;Brasília-073
36316;EPI0018;19/04/2024;21/04/2024;20;Faturado;LogiExpress;Embalagem com Lacre;Curitiba-088
36317;EPI0340;04/02/2023;04/02/2023;25;Faturado;LogiExpress;Divergência de Validade;Rio-031
36318;EPI0364;22/03/2024;22/03/2024;27;Faturado;VelozLog;Produto Próximo ao Vencimento;São Paulo-023
36319;EPI0400;11/12/2023;12/12/2023;5;Faturado;VelozLog;Pedido Parcial;Brasília-032
36320;EPI0206;18/08/2023;18/08/2023;33;Aguardando;VelozLog;Pedido Parcial;BH-036
36321;EPI0201;05/09/2023;08/09/2023;26;Faturado;VelozLog;Pedido Parcial;São Paulo-018
36322;EPI0393;04/01/2023;06/01/2023;52;Faturado;LogiExpress;Pedido Urgente;BH-090
36323;EPI0418;08/09/2024;09/09/2024;9;Faturado;CargasRápidas;Separação Manual;BH-086
36324;EPI0335;15/05/2025;15/05/2025;34;Faturado;CargasRápidas;Endereçamento Manual;BH-046
36325;EPI0059;22/02/2023;22/02/2023;42;Faturado;TransBrasil;Divergência de Quantidade;Curitiba-090
36326;EPI0053;18/11/2023;21/11/2023;51;Faturado;VelozLog;Separação com Erro de SKU;São Paulo-073
36327;EPI0318;01/10/2023;01/10/2023;18;Faturado;LogiExpress;Recebimento Normal;Rio-075
36328;EPI0432;15/01/2024;16/01/2024;22;Aguardando;CargasRápidas;Falta de Estoque;Brasília-004
36329;EPI0321;18/06/2023;21/06/2023;30;Faturado;LogiExpress;Separação com Erro de SKU;Rio-026
36330;EPI0169;10/05/2025;13/05/2025;36;Aguardando;CargasRápidas;Devolução por Avaria;Rio-093
36331;EPI0044;08/10/2024;11/10/2024;26;Faturado;CargasRápidas;Devolução por Desistência;Rio-090
36332;EPI0100;18/07/2023;21/07/2023;15;Faturado;VelozLog;Recebimento Normal;Curitiba-046
36333;EPI0310;28/02/2023;03/03/2023;33;Faturado;LogiExpress;Embalagem com Lacre;Curitiba-089
36334;EPI0326;01/05/2023;04/05/2023;34;Faturado;VelozLog;Endereçamento Manual;Curitiba-011
36335;EPI0127;14/03/2025;17/03/2025;22;Aguardando;LogiExpress;Falta de Estoque;BH-052
36336;EPI0448;20/02/2023;23/02/2023;42;Faturado;LogiExpress;Pedido Urgente;São Paulo-069
36337;EPI0148;14/04/2023;15/04/2023;19;Faturado;CargasRápidas;Separação com Erro de SKU;Curitiba-046
36338;EPI0317;18/08/2023;20/08/2023;12;Parcial;TransBrasil;Devolução por Troca;Curitiba-009
36339;EPI0151;16/11/2023;19/11/2023;16;Faturado;TransBrasil;Produto Próximo ao Vencimento;Rio-065
36340;EPI0150;04/06/2024;06/06/2024;7;Faturado;LogiExpress;Embalagem com Lacre;Curitiba-084
36341;EPI0002;15/04/2025;16/04/2025;30;Faturado;TransBrasil;Entrada em Quarentena;Curitiba-004
36342;EPI0166;07/02/2023;09/02/2023;54;Faturado;VelozLog;Separação com Erro de SKU;Curitiba-056
36343;EPI0251;09/09/2023;10/09/2023;24;Faturado;TransBrasil;Embalagem com Lacre;São Paulo-011
36344;EPI0199;11/01/2024;12/01/2024;33;Faturado;VelozLog;Endereçamento Manual;São Paulo-065
36345;EPI0398;22/10/2024;25/10/2024;52;Faturado;VelozLog;Recebimento com Avaria;São Paulo-043
36346;EPI0043;26/06/2025;27/06/2025;22;Faturado;LogiExpress;Etiqueta Faltando;BH-088
36347;EPI0382;03/07/2023;03/07/2023;34;Faturado;TransBrasil;Separação Manual;Rio-025
36348;EPI0410;02/05/2024;04/05/2024;29;Faturado;VelozLog;Inventário Cíclico;BH-043
36349;EPI0165;03/06/2023;05/06/2023;39;Faturado;TransBrasil;Inventário com Divergência;BH-009
36350;EPI0164;08/01/2023;10/01/2023;26;Faturado;LogiExpress;Devolução por Avaria;Curitiba-053
36351;EPI0288;12/04/2023;14/04/2023;25;Aguardando;LogiExpress;Pedido Parcial;Curitiba-006
36352;EPI0256;23/04/2025;26/04/2025;14;Faturado;LogiExpress;Inventário Cíclico;Rio-091
36353;EPI0449;19/03/2023;20/03/2023;18;Faturado;LogiExpress;Divergência de Quantidade;Brasília-077
36354;EPI0373;13/09/2024;13/09/2024;4;Faturado;VelozLog;Separação com Erro de SKU;Curitiba-070
36355;EPI0204;11/01/2024;12/01/2024;13;Faturado;LogiExpress;Inventário Cíclico;Rio-092
36356;EPI0259;14/04/2023;16/04/2023;18;Faturado;CargasRápidas;Produto Próximo ao Vencimento;BH-025
36357;EPI0252;27/01/2024;28/01/2024;33;Faturado;VelozLog;Falta de Estoque;Curitiba-056
36358;EPI0451;03/10/2023;06/10/2023;19;Aguardando;LogiExpress;Recebimento Parcial;Brasília-034
36359;EPI0058;01/03/2025;04/03/2025;31;Faturado;LogiExpress;Etiqueta Faltando;Brasília-063
36360;EPI0443;12/08/2024;15/08/2024;22;Faturado;CargasRápidas;Pedido Urgente;Rio-065
36361;EPI0004;07/05/2023;09/05/2023;7;Faturado;CargasRápidas;Devolução por Avaria;Curitiba-090
36362;EPI0410;01/08/2024;01/08/2024;38;Faturado;CargasRápidas;Devolução por Desistência;Rio-077
36363;EPI0323;14/09/2024;15/09/2024;32;Parcial;TransBrasil;Endereçamento Manual;Curitiba-077
36364;EPI0407;06/01/2025;08/01/2025;41;Faturado;LogiExpress;Entrada em Quarentena;BH-024
36365;EPI0237;25/05/2024;27/05/2024;22;Faturado;VelozLog;Inventário Cíclico;Rio-036
36366;EPI0054;20/06/2024;20/06/2024;16;Faturado;TransBrasil;Embalagem com Lacre;Rio-025
36367;EPI0212;26/10/2023;27/10/2023;8;Faturado;TransBrasil;Endereçamento Manual;Curitiba-064
36368;EPI0355;06/02/2023;07/02/2023;46;Faturado;LogiExpress;Produto Próximo ao Vencimento;Rio-080
36369;EPI0172;12/07/2024;14/07/2024;37;Faturado;TransBrasil;Pedido Urgente;Curitiba-009
36370;EPI0456;27/07/2025;27/07/2025;41;Faturado;VelozLog;Separação com Erro de SKU;São Paulo-059
36371;EPI0269;17/12/2023;17/12/2023;41;Faturado;TransBrasil;Pedido Cancelado;Curitiba-018
36372;EPI0181;10/08/2024;10/08/2024;65;Faturado;CargasRápidas;Divergência de Validade;Rio-091
36373;EPI0490;17/01/2024;20/01/2024;15;Faturado;VelozLog;Devolução por Avaria;Brasília-014
36374;EPI0494;04/06/2024;05/06/2024;26;Aguardando;VelozLog;Endereçamento Automático;BH-030
36375;EPI0185;28/03/2024;28/03/2024;81;Faturado;LogiExpress;Pedido Cancelado;Curitiba-010
36376;EPI0313;12/07/2025;12/07/2025;39;Faturado;TransBrasil;Entrada em Quarentena;Curitiba-027
36377;EPI0187;02/08/2024;03/08/2024;20;Cancelado;CargasRápidas;Embalagem com Etiqueta de Transporte;Brasília-076
36378;EPI0421;09/07/2023;11/07/2023;26;Faturado;VelozLog;Devolução por Avaria;Brasília-075
36379;EPI0157;19/10/2024;21/10/2024;11;Faturado;CargasRápidas;Inventário com Divergência;São Paulo-047
36380;EPI0395;05/08/2023;07/08/2023;26;Faturado;TransBrasil;Produto Vencido;São Paulo-033
36381;EPI0418;02/06/2024;05/06/2024;44;Faturado;TransBrasil;Endereçamento Manual;Curitiba-035
36382;EPI0189;17/05/2025;20/05/2025;8;Faturado;LogiExpress;Divergência de Validade;Brasília-063
36383;EPI0484;05/06/2025;08/06/2025;40;Faturado;CargasRápidas;Pedido Cancelado;BH-071
36384;EPI0059;17/05/2024;19/05/2024;16;Faturado;LogiExpress;Pedido Urgente;Brasília-034
36385;EPI0139;29/07/2023;01/08/2023;52;Faturado;VelozLog;Produto Próximo ao Vencimento;Curitiba-062
36386;EPI0360;06/04/2024;06/04/2024;13;Faturado;VelozLog;Divergência de Quantidade;São Paulo-030
36387;EPI0043;07/12/2023;09/12/2023;48;Parcial;TransBrasil;Inventário com Divergência;BH-064
36388;EPI0426;13/01/2023;16/01/2023;27;Faturado;TransBrasil;Devolução por Desistência;BH-092
36389;EPI0475;28/03/2024;29/03/2024;46;Faturado;LogiExpress;Recebimento Normal;Brasília-078
36390;EPI0162;27/10/2023;27/10/2023;67;Faturado;VelozLog;Devolução por Desistência;Rio-038
36391;EPI0055;03/02/2025;05/02/2025;12;Faturado;CargasRápidas;Etiqueta Faltando;BH-062
36392;EPI0161;10/02/2023;10/02/2023;52;Faturado;LogiExpress;Separação com Erro de SKU;Curitiba-052
36393;EPI0233;03/02/2024;05/02/2024;14;Faturado;CargasRápidas;Separação Manual;BH-099
36394;EPI0365;24/03/2024;26/03/2024;28;Parcial;TransBrasil;Inventário com Divergência;Brasília-057
36395;EPI0036;18/03/2025;19/03/2025;18;Faturado;VelozLog;Pedido Urgente;BH-094
36396;EPI0105;12/09/2024;15/09/2024;31;Faturado;LogiExpress;Recebimento Parcial;BH-076
36397;EPI0078;19/05/2024;21/05/2024;25;Aguardando;LogiExpress;Produto Próximo ao Vencimento;Brasília-054
36398;EPI0224;27/12/2024;30/12/2024;13;Faturado;LogiExpress;Endereçamento Manual;Curitiba-006
36399;EPI0289;07/05/2025;09/05/2025;39;Faturado;TransBrasil;Devolução por Desistência;Curitiba-016
36400;EPI0064;27/08/2023;27/08/2023;12;Aguardando;CargasRápidas;Recebimento com Avaria;São Paulo-050
36401;EPI0150;21/11/2023;23/11/2023;33;Faturado;CargasRápidas;Divergência de Validade;Brasília-042
36402;EPI0378;15/08/2024;17/08/2024;33;Faturado;CargasRápidas;Separação Manual;São Paulo-068
36403;EPI0448;14/06/2025;17/06/2025;21;Aguardando;CargasRápidas;Pedido Urgente;Rio-085
36404;EPI0301;19/06/2025;22/06/2025;51;Aguardando;LogiExpress;Produto Próximo ao Vencimento;Curitiba-013
36405;EPI0174;07/06/2023;09/06/2023;31;Faturado;LogiExpress;Inventário Cíclico;São Paulo-069
